Datetime,Open,High,Low,Close,Volume,log_ret,ema_20,ema_50,ema_ratio,rsi,atr,volatility
2024-08-15 14:00:00-04:00,2493.300048828125,2496.199951171875,2492.5,2496.10009765625,5317,0.0011625465626940656,2491.041767924201,2488.812725595435,1.0008956247715395,54.513974233785504,8.192836216517858,0.002415830194358132
2024-08-15 15:00:00-04:00,2496.199951171875,2499.39990234375,2491.89990234375,2493.5,5531,-0.0010422069266923773,2491.275885264753,2488.996540277967,1.0009157686440702,51.677822096116714,8.371407645089286,0.0024305600248660155
2024-08-15 16:00:00-04:00,2493.39990234375,2495.300048828125,2492.60009765625,2494.5,2349,0.0004009623149148883,2491.5829438109668,2489.212362227851,1.0009523420416384,50.76913445074992,8.121407645089286,0.002431258965512255
2024-08-15 18:00:00-04:00,2494.39990234375,2494.699951171875,2492.0,2492.39990234375,0,-0.0008422458126379788,2491.6607493855176,2489.3373638010235,1.0009333349582423,49.25362256086448,8.149972098214286,0.002440893362287729
2024-08-15 19:00:00-04:00,2492.39990234375,2495.699951171875,2491.800048828125,2494.699951171875,2075,0.0009223994139925545,2491.9501971746945,2489.547661344978,1.0009650491400588,51.3643043166901,8.164254324776786,0.0024474098718842824
2024-08-15 20:00:00-04:00,2494.800048828125,2497.300048828125,2494.5,2495.89990234375,1219,0.00048088455505160147,2492.326359571747,2489.796768835126,1.0010159828176677,51.286036687504875,8.228533063616071,0.002442416802773098
2024-08-15 21:00:00-04:00,2496.0,2497.699951171875,2493.199951171875,2495.10009765625,2784,-0.0003204987755344277,2492.5905251036043,2490.0047425143857,1.0010384649254152,49.5131124623419,8.292829241071429,0.0024439204682869895
2024-08-15 22:00:00-04:00,2494.800048828125,2495.39990234375,2491.199951171875,2492.60009765625,3153,-0.0010024661112196071,2492.591436775285,2490.1065211474,1.0009979153930892,42.75987987567679,8.121407645089286,0.002455512519052266
2024-08-15 23:00:00-04:00,2492.5,2493.300048828125,2488.199951171875,2490.0,4215,-0.0010436711119906515,2492.3446332728768,2490.102343847502,1.0009004808300008,65.02580512226555,6.342843191964286,0.00245856212098314
2024-08-16 00:00:00-04:00,2489.89990234375,2491.10009765625,2489.300048828125,2490.0,2277,0.0,2492.121334865936,2490.0983303632865,1.0008124195249568,61.538408010399394,5.0714111328125,0.002458585468079095
2024-08-16 01:00:00-04:00,2490.10009765625,2493.800048828125,2489.800048828125,2493.0,2670,0.00120409406480451,2492.205017259657,2490.2121213294326,1.0008002916350598,54.999918595449984,4.299979073660714,0.0024748341108545824
2024-08-16 02:00:00-04:00,2493.10009765625,2495.39990234375,2491.89990234375,2492.39990234375,4465,-0.0002407420351038034,2492.2235777438564,2490.2979166633277,1.0007732653461434,42.44873146626761,3.9071219308035716,0.0024722501186289457
2024-08-16 03:00:00-04:00,2492.39990234375,2501.89990234375,2489.39990234375,2499.300048828125,10071,0.002764649697239245,2492.8975273709293,2490.6509414541038,1.0009020075352326,60.70174233342287,4.435703822544643,0.0025482915991153227
2024-08-16 04:00:00-04:00,2499.60009765625,2501.5,2496.5,2500.0,6165,0.0002800196705987987,2493.5739533356027,2491.017571201002,1.001026240105311,61.64374396108107,4.564278738839286,0.002501397542035286
2024-08-16 05:00:00-04:00,2500.0,2502.10009765625,2498.89990234375,2500.89990234375,3837,0.00035989616710449367,2494.27166276495,2491.405113598757,1.0011505752920498,58.823106995896744,4.528581891741071,0.0012938922046978711
2024-08-16 06:00:00-04:00,2500.800048828125,2506.0,2500.39990234375,2502.300048828125,6000,0.0005597004055768138,2495.0362709614433,2491.832365960693,1.0012857626558338,66.92301187979348,4.392874581473214,0.0012745286121723623
2024-08-16 07:00:00-04:00,2502.39990234375,2510.300048828125,2502.39990234375,2510.0,9679,0.0030724246968561963,2496.4613880127345,2492.544822197529,1.0015713120904894,73.70016422109704,4.771449497767857,0.001253152577396636
2024-08-16 08:00:00-04:00,2510.0,2531.39990234375,2509.300048828125,2530.5,29334,0.008134158528303194,2499.70316058295,2494.033260542724,1.0022733858966228,87.27986772952053,6.157156808035714,0.0021007239090487582
2024-08-16 09:00:00-04:00,2530.60009765625,2538.699951171875,2522.199951171875,2533.300048828125,41061,0.0011059082453906254,2502.902864225348,2495.5731345931317,1.002937092698512,87.40312459185989,7.057163783482143,0.0020565311442770438
2024-08-16 10:00:00-04:00,2533.300048828125,2533.89990234375,2515.800048828125,2525.60009765625,29591,-0.003044122989187714,2505.0645055044815,2496.7506625563915,1.0033298651214044,75.55950548230136,8.150006975446429,0.002224476082829865
2024-08-16 11:00:00-04:00,2525.60009765625,2531.0,2524.10009765625,2530.300048828125,12598,0.0018591951539891568,2507.4678905829237,2498.0663247631264,1.0037635373114797,78.38694559822085,8.321428571428571,0.0022384077760031953
2024-08-16 12:00:00-04:00,2530.5,2536.300048828125,2530.300048828125,2534.39990234375,11330,0.0016189920234856022,2510.032844083955,2499.491170942759,1.004217527656727,82.86143119639623,8.450003487723214,0.0022095285181381657
2024-08-16 13:00:00-04:00,2534.300048828125,2538.699951171875,2531.39990234375,2538.199951171875,9747,0.0014982650509495002,2512.7154257113757,2501.009162324293,1.004680615954323,87.19129230543214,8.607142857142858,0.002212368010095043
2024-08-16 14:00:00-04:00,2538.300048828125,2544.10009765625,2536.800048828125,2541.89990234375,10147,0.001456645315163323,2515.494899676364,2502.6127207564286,1.0051474919843137,87.88314037893629,9.0,0.0021782733014717452
2024-08-16 15:00:00-04:00,2542.0,2547.39990234375,2540.199951171875,2546.5,7272,0.0018080728707362435,2518.4477663738535,2504.3337905306867,1.0056358205509721,88.15971857675815,9.228567940848214,0.0021859595173049063
2024-08-16 16:00:00-04:00,2546.5,2548.300048828125,2543.800048828125,2546.199951171875,3515,-0.00011783487397607357,2521.0908315927127,2505.9756007519095,1.0060316751832172,88.53868994834869,9.299996512276786,0.002197907206042955
2024-08-18 18:00:00-04:00,2549.699951171875,2549.89990234375,2540.89990234375,2543.60009765625,4728,-0.0010215936645039097,2523.234571217811,2507.4510712187466,1.006294639277405,83.81695719581494,9.049996512276786,0.00222545507713186
2024-08-18 19:00:00-04:00,2543.60009765625,2545.60009765625,2542.199951171875,2545.10009765625,1224,0.0005895415276485145,2525.3170023071866,2508.9275036280605,1.0065324720046418,84.01224019082943,8.935721261160714,0.002179466185113944
2024-08-18 20:00:00-04:00,2545.199951171875,2545.60009765625,2539.0,2540.89990234375,4773,-0.0016516697866099206,2526.8010880249544,2510.1813231855385,1.0066209419558283,78.73559184895919,9.178571428571429,0.0022140573948324855
2024-08-18 21:00:00-04:00,2541.10009765625,2545.0,2533.699951171875,2537.0,10628,-0.0015360299279360645,2527.772412974959,2511.233036001792,1.006586157770328,74.06381529167544,9.585710797991071,0.0022767546163536567
2024-08-18 22:00:00-04:00,2536.89990234375,2543.0,2534.699951171875,2542.5,5500,0.0021655683234330335,2529.1750403106776,2512.459191452702,1.0066531822346976,73.24752888756835,9.607142857142858,0.0022928300893502907
